arm,capital,turnover_budget,fold,regime,n_dates,n_feasible,n_failures,feasible_fraction,coverage_fraction,performance_evidence_available,net_return,net_return_ci95_low,net_return_ci95_high,uncertainty_method,hac_lag,net_sharpe,realized_volatility,gross_return,cost_drag,max_drawdown,var_95_loss,cvar_95_loss,worst_bar_return,mean_turnover,max_turnover,mean_gross_exposure,max_gross_exposure,mean_net_exposure,mean_absolute_net_exposure,mean_concentration,max_concentration,mean_effective_n,mean_n_positions,mean_ex_ante_volatility,mean_condition_number,max_condition_number,mean_ridge_applied,max_ridge_applied,ridge_applied_fraction,mean_n_observations,min_n_observations,mean_observations_considered,mean_complete_observation_fraction,min_complete_observation_fraction,mean_primal_residual,max_primal_residual,mean_dual_residual,max_dual_residual,mean_complementarity_residual,max_complementarity_residual,mean_objective_residual,max_objective_residual,median_max_certificate_residual,p95_max_certificate_residual,max_certificate_residual,median_duality_gap,p95_duality_gap,max_duality_gap,solver_failures,failure_reasons
maximum_utility,10000000,None,fold_1,calm,12,12,0,1,1,True,-0.31101769660244943,-1.209092791875908,0.58705739867100926,newey_west_hac_bartlett,2,-3.6889881636295407,0.084309757257785223,-0.029106108829312725,0.28191158777313674,-0.029417774007505892,0.0085203564662970407,0.0098731201401030862,-0.0098731201401030862,1.1186967768775269,1.612048705421834,1.0000000007337173,1.000000003399641,0.99999999999939615,0.99999999999939615,0.27309587868572099,0.28000000169378597,3.6653546544249926,8,0.078073857445823736,5.7182147661974803,5.895726188741623,0,0,0,252,252,252,1,1,1.0476156419937317e-09,1.9466599443518362e-09,8.1196923606049098e-10,1.9010573948374798e-09,3.5128896966314353e-09,1.6347286939500354e-08,1.2255036348367287e-16,3.1978054041358675e-16,2.1621958697780524e-09,1.0595499230252121e-08,1.6347286939500354e-08,8.7968339590910523e-10,5.1203292407122006e-09,5.3883744364297673e-09,0,
maximum_utility,10000000,None,fold_2,all,11,11,0,1,1,True,-0.060848433869186078,-0.67216776544193302,0.55047089770356095,newey_west_hac_bartlett,2,-0.76932931130725757,0.079092831866488203,0.17411992489340924,0.23496835876259531,-0.018209946805169852,0.0068583347679336305,0.0083282484885288891,-0.0083282484885288891,0.93241412207379082,1.4730222048006114,1.0000000012939156,1.0000000054741536,1.000000000001213,1.000000000001213,0.27526205359133538,0.28000000138069908,3.6361302512403895,8,0.074761417569169222,5.7773059884242279,5.874503310850792,0,0,0,252,252,252,1,1,1.0925729578486313e-09,1.8785719091418684e-09,6.4393121505863584e-10,1.7362204174364848e-09,1.6192917023285974e-09,3.7977744664768625e-09,9.468072064543788e-17,4.0966562057949259e-16,1.933266129927382e-09,3.4478910402505256e-09,4.0843767574709304e-09,1.9039894197613671e-09,3.4478910402505256e-09,4.0843767574709304e-09,0,
maximum_utility,10000000,None,fold_2,calm,6,6,0,1,1,True,-0.15847644963799118,-0.90378432140418918,0.58683142212820694,newey_west_hac_bartlett,2,-1.5230237709732759,0.10405382546112077,0.12238389822261894,0.28086034786061015,-0.014415989851204403,0.0075932916282312598,0.0083282484885288891,-0.0083282484885288891,1.1145251899230562,1.4730222048006114,1.0000000004897138,1.0000000023779214,0.99999999999969547,0.99999999999969547,0.27803188384403515,0.28000000138069908,3.5976374239861273,8,0.075506673294763266,5.7988638713989351,5.8718277280047335,0,0,0,252,252,252,1,1,1.3924924333755405e-09,1.8785719091418684e-09,6.3712810259112607e-10,1.7362204174364848e-09,1.3828517468938003e-09,2.1533236742870159e-09,1.2991167368691277e-16,4.0966562057949259e-16,1.8452839314924121e-09,2.3561147931025726e-09,2.4272916214708119e-09,1.1813765989227139e-09,2.3561147931025726e-09,2.4272916214708119e-09,0,
maximum_utility,10000000,None,fold_2,stress,5,5,0,1,1,True,0.056305185053380107,-0.39472373442211345,0.50733410452887362,newey_west_hac_bartlett,2,1.2652441117563722,0.04450144010171999,0.23620315689835764,0.17989797184497747,-0.0024404736044997266,0.0015572529230219604,0.0015934601603781757,-0.0015934601603781757,0.71388084065467261,1.2131040042916934,1.0000000022589575,1.0000000054741536,1.0000000000030345,1.0000000000030345,0.27193825728809562,0.28000000056999147,3.682321643945504,8,0.07386711069845639,5.7514365288545797,5.874503310850792,0,0,0,252,252,252,1,1,7.326695872163399e-10,1.084413139231564e-09,6.520949500196476e-10,1.731417981210015e-09,1.9030196488503532e-09,3.7977744664768625e-09,5.2403576995668018e-17,1.358716026031379e-16,2.7169383679418265e-09,3.8297824705827678e-09,4.0843767574709304e-09,2.7169383679418265e-09,3.8297824705827678e-09,4.0843767574709304e-09,0,
minimum_variance,10000000,0.25,fold_1,all,12,12,0,1,1,True,0.18763441350421656,-0.17268144585655082,0.54795027286498388,newey_west_hac_bartlett,2,3.3445288369390949,0.056101897353033191,0.21167088861991232,0.024036475115695781,-0.0067410122713564835,0.0050750901621840049,0.0067410122713565251,-0.0067410122713565251,0.095382837760697545,0.99999999999990496,0.99999999999997735,1.0000000000000935,0.99999999999997735,0.99999999999997735,0.13129496607030153,0.13177874336054668,7.6165722446702864,8,0.0447438574402284,5.7182147661974803,5.895726188741623,0,0,0,252,252,252,1,1,1.0939329407599896e-09,1.7308047078889999e-09,9.2945707015608306e-09,1.4153824835323793e-08,1.6788331500112811e-09,2.6086844757674821e-09,1.3028728035136147e-16,2.8676637426604301e-16,1.1908025671599564e-08,1.3872346087453006e-08,1.4153824835323793e-08,1.9605532688395542e-09,2.2223885002691002e-09,2.2766815220803536e-09,0,
minimum_variance,10000000,0.25,fold_1,calm,12,12,0,1,1,True,0.18763441350421656,-0.17268144585655082,0.54795027286498388,newey_west_hac_bartlett,2,3.3445288369390949,0.056101897353033191,0.21167088861991232,0.024036475115695781,-0.0067410122713564835,0.0050750901621840049,0.0067410122713565251,-0.0067410122713565251,0.095382837760697545,0.99999999999990496,0.99999999999997735,1.0000000000000935,0.99999999999997735,0.99999999999997735,0.13129496607030153,0.13177874336054668,7.6165722446702864,8,0.0447438574402284,5.7182147661974803,5.895726188741623,0,0,0,252,252,252,1,1,1.0939329407599896e-09,1.7308047078889999e-09,9.2945707015608306e-09,1.4153824835323793e-08,1.6788331500112811e-09,2.6086844757674821e-09,1.3028728035136147e-16,2.8676637426604301e-16,1.1908025671599564e-08,1.3872346087453006e-08,1.4153824835323793e-08,1.9605532688395542e-09,2.2223885002691002e-09,2.2766815220803536e-09,0,
minimum_variance,10000000,0.25,fold_2,all,11,11,0,1,1,True,-0.15377446434336614,-0.68105571806020793,0.37350678937347559,newey_west_hac_bartlett,2,-2.5815814180946681,0.059565994419366074,-0.15024725984445023,0.0035272044989158894,-0.015439015674807322,0.0045959804954238057,0.0047049131124082561,-0.0047049131124082561,0.013996843249666229,0.032047192607076405,0.99999999999999822,1.0000000000000824,0.99999999999999822,0.99999999999999822,0.12984367304870342,0.13023034999962679,7.7015887236992002,8,0.044547578394507271,5.7773059884242279,5.874503310850792,0,0,0,252,252,252,1,1,9.0308711771362607e-10,1.6398543217777117e-09,7.4367278079634704e-09,1.7365616841722598e-08,1.4339233353749928e-09,2.5521872908641376e-09,1.0630004705028954e-16,2.9615665027509323e-16,3.2028965941990402e-09,1.6317288190782342e-08,1.7365616841722598e-08,4.3135476888812777e-10,2.4734225945066836e-09,2.6150917912590572e-09,0,
minimum_variance,10000000,0.25,fold_2,calm,6,6,0,1,1,True,0.033549227041603194,-0.69639282069095831,0.76349127477416479,newey_west_hac_bartlett,2,0.47701048541310181,0.07033226326785838,0.037778854808210069,0.0042296277666068948,-0.0078094989924388791,0.0037050567786061465,0.0043889378573388838,-0.0043889378573388838,0.01678423716907498,0.032047192607076405,1.0000000000000178,1.0000000000000824,1.0000000000000178,1.0000000000000178,0.12995849626836586,0.13023034999962679,7.6947745830385257,8,0.044756482736833025,5.7988638713989351,5.8718277280047335,0,0,0,252,252,252,1,1,7.6433558325132245e-10,1.1732426696831055e-09,8.7617305403944895e-09,1.5268959539842085e-08,1.221169398348826e-09,1.9465258116276293e-09,9.8040651986309055e-17,2.9615665027509323e-16,8.5723272632050135e-09,1.5235306591100184e-08,1.5268959539842085e-08,1.2083806855456199e-09,2.2843625484538999e-09,2.3317533977543103e-09,0,
minimum_variance,10000000,0.25,fold_2,stress,5,5,0,1,1,True,-0.37856289400532933,-0.62695889600219623,-0.13016689200846243,newey_west_hac_bartlett,2,-8.0210644366044406,0.047196091865032631,-0.37587859742764262,0.0026842965776866837,-0.0076895683587184793,0.0046613400656144765,0.0047049131124082561,-0.0047049131124082561,0.01065197054637573,0.013296517155897192,0.99999999999997424,1.0000000000000711,0.99999999999997424,0.99999999999997424,0.12970588518510853,0.13001144108722767,7.7097656924920086,8,0.044296893183716365,5.7514365288545797,5.874503310850792,0,0,0,252,252,252,1,1,1.0695889590683905e-09,1.6398543217777117e-09,5.8467245290462471e-09,1.7365616841722598e-08,1.6892280598063928e-09,2.5521872908641376e-09,1.1621132112706614e-16,2.8827079872559649e-16,3.2028965941990402e-09,1.4604980598365659e-08,1.7365616841722598e-08,4.3135476888812777e-10,2.1884347010172282e-09,2.6150917912590572e-09,0,
minimum_variance,10000000,None,fold_1,all,12,12,0,1,1,True,0.18763441495078564,-0.17268144435818533,0.54795027425975662,newey_west_hac_bartlett,2,3.3445288634962167,0.056101897340075951,0.21167089006898726,0.02403647511820161,-0.0067410122549549367,0.0050750901501507668,0.006741012254954837,-0.006741012254954837,0.095382837770641271,0.99999999999990496,0.99999999999990219,0.99999999999990741,0.99999999999990219,0.99999999999990219,0.13129496605466931,0.13177874332766662,7.6165722455671059,8,0.044743857440225021,5.7182147661974803,5.895726188741623,0,0,0,252,252,252,1,1,1.3879007040862312e-09,1.5578084933132175e-09,4.559509680795581e-09,5.0468446749871847e-09,2.0923901231167787e-09,2.36838683611458e-09,7.097630344579339e-17,1.4362331868355304e-16,4.5047345514063049e-09,4.9679952852113502e-09,5.0468446749871847e-09,7.145920113640603e-10,7.9465135885509321e-10,8.4603674693244392e-10,0,
minimum_variance,10000000,None,fold_1,calm,12,12,0,1,1,True,0.18763441495078564,-0.17268144435818533,0.54795027425975662,newey_west_hac_bartlett,2,3.3445288634962167,0.056101897340075951,0.21167089006898726,0.02403647511820161,-0.0067410122549549367,0.0050750901501507668,0.006741012254954837,-0.006741012254954837,0.095382837770641271,0.99999999999990496,0.99999999999990219,0.99999999999990741,0.99999999999990219,0.99999999999990219,0.13129496605466931,0.13177874332766662,7.6165722455671059,8,0.044743857440225021,5.7182147661974803,5.895726188741623,0,0,0,252,252,252,1,1,1.3879007040862312e-09,1.5578084933132175e-09,4.559509680795581e-09,5.0468446749871847e-09,2.0923901231167787e-09,2.36838683611458e-09,7.097630344579339e-17,1.4362331868355304e-16,4.5047345514063049e-09,4.9679952852113502e-09,5.0468446749871847e-09,7.145920113640603e-10,7.9465135885509321e-10,8.4603674693244392e-10,0,
minimum_variance,10000000,None,fold_2,all,11,11,0,1,1,True,-0.15377446480365711,-0.68105571761551476,0.37350678800820059,newey_west_hac_bartlett,2,-2.58158142957015,0.059565994332885168,-0.15024726035464783,0.0035272044490092845,-0.015439015671383172,0.004595980490870108,0.0047049131046508251,-0.0047049131046508251,0.013996843051624146,0.032047192091119669,0.99999999999992006,0.99999999999993849,0.99999999999992006,0.99999999999992006,0.12984367304509295,0.13023034996100896,7.7015887239103042,8,0.044547578394503788,5.7773059884242279,5.874503310850792,0,0,0,252,252,252,1,1,1.2859482355227895e-09,1.5790723173481069e-09,5.0676404676518786e-09,5.4097187562468686e-09,1.9704329375931253e-09,2.4095018109565529e-09,9.2742009077623721e-17,2.961566502751763e-16,5.0740044807381178e-09,5.4052998445663944e-09,5.4097187562468686e-09,7.1037884074047521e-10,7.701575829217433e-10,7.7503593305913012e-10,0,
minimum_variance,10000000,None,fold_2,calm,6,6,0,1,1,True,0.033549226559138348,-0.69639282005099901,0.76349127316927579,newey_west_hac_bartlett,2,0.47701047918221945,0.070332263175129209,0.037778854213202914,0.004229627654064501,-0.0078094989913318758,0.0037050567731892704,0.0043889378499152093,-0.0043889378499152093,0.016784236722478179,0.032047192091119669,0.99999999999991596,0.9999999999999285,0.99999999999991596,0.99999999999991596,0.12995849626162501,0.13023034996100896,7.6947745834357342,8,0.044756482736828473,5.7988638713989351,5.8718277280047335,0,0,0,252,252,252,1,1,1.3293401934788562e-09,1.5790723173481069e-09,5.0886502865670462e-09,5.4097187562468686e-09,2.0260416034102517e-09,2.4095018109565529e-09,1.2150849385700008e-16,2.961566502751763e-16,5.0691175254987945e-09,5.4075093004066315e-09,5.4097187562468686e-09,7.4921872621167735e-10,7.6429581268193873e-10,7.6527923278435658e-10,0,
minimum_variance,10000000,None,fold_2,stress,5,5,0,1,1,True,-0.3785628944390117,-0.62695889606430333,-0.13016689281372004,newey_west_hac_bartlett,2,-8.0210644626156782,0.047196091766049962,-0.37587859783606858,0.0026842966029430241,-0.0076895683563741324,0.0046613400591385386,0.0047049131046508251,-0.0047049131046508251,0.010651970646599302,0.0132965171852511,0.99999999999992484,0.99999999999993849,0.99999999999992484,0.99999999999992484,0.12970588518525447,0.13001144104197965,7.7097656924797899,8,0.044296893183714166,5.7514365288545797,5.874503310850792,0,0,0,252,252,252,1,1,1.2338778859755095e-09,1.5651499818414294e-09,5.0424286849536756e-09,5.1102670192755903e-09,1.903702538612573e-09,2.3920306303702442e-09,5.8222227342372063e-17,1.4677207432999266e-16,5.0740044807381178e-09,5.1072962209755657e-09,5.1102670192755903e-09,7.090416960933705e-10,7.6210451459539912e-10,7.7503593305913012e-10,0,
no_trade,10000000,0.25,fold_1,all,12,12,0,1,1,True,0.12367084967356305,-0.2743784858995979,0.52172018524672403,newey_west_hac_bartlett,2,2.3862572715308508,0.051826285098850539,0.14467084967356308,0.020999999999999998,-0.0076351586147654915,0.0046861691441187243,0.0049669210810218611,-0.0049669210810218611,0.083333333333333329,1,1.0009121612697343,1.0010008469040725,1.0009121612697343,1.0009121612697343,0.1250619119527713,0.1251714217889888,7.9960413174616223,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,0.25,fold_1,calm,12,12,0,1,1,True,0.12367084967356305,-0.2743784858995979,0.52172018524672403,newey_west_hac_bartlett,2,2.3862572715308508,0.051826285098850539,0.14467084967356308,0.020999999999999998,-0.0076351586147654915,0.0046861691441187243,0.0049669210810218611,-0.0049669210810218611,0.083333333333333329,1,1.0009121612697343,1.0010008469040725,1.0009121612697343,1.0009121612697343,0.1250619119527713,0.1251714217889888,7.9960413174616223,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,0.25,fold_2,all,11,11,0,1,1,True,-0.2100644479486411,-0.75211088928940595,0.33198199339212375,newey_west_hac_bartlett,2,-3.2294901594111467,0.065045699964895856,-0.2100644479486411,0,-0.017081478839269693,0.0061982034546356965,0.0075128286703180884,-0.0075128286703180884,0,0,1.0009915950388082,1.0009996247769801,1.0009915950388082,1.0009915950388082,0.12517365555703283,0.12521112276950935,7.9889019602888878,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,0.25,fold_2,calm,6,6,0,1,1,True,0.017277667328978254,-0.65374285519677544,0.68829818985473201,newey_west_hac_bartlett,2,0.27385863322699228,0.063089730367044433,0.017277667328978254,0,-0.0070933021422979747,0.0035308703960810609,0.0042967520244853478,-0.0042967520244853478,0,0,1.0009889502666749,1.0009941878741431,1.0009889502666749,1.0009889502666749,0.12519009358752695,0.12521112276950935,7.9878526966618297,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,0.25,fold_2,stress,5,5,0,1,1,True,-0.48287498628178427,-0.87785923258594145,-0.087890739977627086,newey_west_hac_bartlett,2,-6.8805823007419704,0.070179378020042482,-0.48287498628178427,0,-0.010059531996835958,0.0069869785840451313,0.0075128286703180884,-0.0075128286703180884,0,0,1.0009947687653677,1.0009996247769801,1.0009947687653677,1.0009947687653677,0.12515392992043992,0.12518769816472058,7.9901610766413587,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,None,fold_1,all,12,12,0,1,1,True,0.12367084967356305,-0.2743784858995979,0.52172018524672403,newey_west_hac_bartlett,2,2.3862572715308508,0.051826285098850539,0.14467084967356308,0.020999999999999998,-0.0076351586147654915,0.0046861691441187243,0.0049669210810218611,-0.0049669210810218611,0.083333333333333329,1,1.0009121612697343,1.0010008469040725,1.0009121612697343,1.0009121612697343,0.1250619119527713,0.1251714217889888,7.9960413174616223,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,None,fold_1,calm,12,12,0,1,1,True,0.12367084967356305,-0.2743784858995979,0.52172018524672403,newey_west_hac_bartlett,2,2.3862572715308508,0.051826285098850539,0.14467084967356308,0.020999999999999998,-0.0076351586147654915,0.0046861691441187243,0.0049669210810218611,-0.0049669210810218611,0.083333333333333329,1,1.0009121612697343,1.0010008469040725,1.0009121612697343,1.0009121612697343,0.1250619119527713,0.1251714217889888,7.9960413174616223,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,None,fold_2,all,11,11,0,1,1,True,-0.2100644479486411,-0.75211088928940595,0.33198199339212375,newey_west_hac_bartlett,2,-3.2294901594111467,0.065045699964895856,-0.2100644479486411,0,-0.017081478839269693,0.0061982034546356965,0.0075128286703180884,-0.0075128286703180884,0,0,1.0009915950388082,1.0009996247769801,1.0009915950388082,1.0009915950388082,0.12517365555703283,0.12521112276950935,7.9889019602888878,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,None,fold_2,calm,6,6,0,1,1,True,0.017277667328978254,-0.65374285519677544,0.68829818985473201,newey_west_hac_bartlett,2,0.27385863322699228,0.063089730367044433,0.017277667328978254,0,-0.0070933021422979747,0.0035308703960810609,0.0042967520244853478,-0.0042967520244853478,0,0,1.0009889502666749,1.0009941878741431,1.0009889502666749,1.0009889502666749,0.12519009358752695,0.12521112276950935,7.9878526966618297,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
no_trade,10000000,None,fold_2,stress,5,5,0,1,1,True,-0.48287498628178427,-0.87785923258594145,-0.087890739977627086,newey_west_hac_bartlett,2,-6.8805823007419704,0.070179378020042482,-0.48287498628178427,0,-0.010059531996835958,0.0069869785840451313,0.0075128286703180884,-0.0075128286703180884,0,0,1.0009947687653677,1.0009996247769801,1.0009947687653677,1.0009947687653677,0.12515392992043992,0.12518769816472058,7.9901610766413587,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_uncertainty_vol_target,10000000,0.25,fold_1,all,12,8,4,0.66666666666666663,0.66666666666666663,True,-0.0011574022048923532,-0.56101566030971428,0.55870085589992957,newey_west_hac_bartlett,2,-0.018992476379802562,0.060940036556959253,0.054090451544048151,0.055247853748940541,-0.014561225573786696,0.0056114588402633456,0.0057799172777852808,-0.0057799172777852808,0.21923751487674822,1,1.0000770626449802,1.0002320265425357,1.0000770626449802,1.0000770626449802,0.13857307654064943,0.15554679866035806,7.2385358854003323,8,0.063649016090012944,,,,,,,,,,,,,,,,,,,,,,,,,0,the transformed target breaches max_turnover after explicit liquidation accounting (0.279802 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.256000 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.260612 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.263172 > 0.250000) (1)
rank_uncertainty_vol_target,10000000,0.25,fold_1,calm,12,8,4,0.66666666666666663,0.66666666666666663,True,-0.0011574022048923532,-0.56101566030971428,0.55870085589992957,newey_west_hac_bartlett,2,-0.018992476379802562,0.060940036556959253,0.054090451544048151,0.055247853748940541,-0.014561225573786696,0.0056114588402633456,0.0057799172777852808,-0.0057799172777852808,0.21923751487674822,1,1.0000770626449802,1.0002320265425357,1.0000770626449802,1.0000770626449802,0.13857307654064943,0.15554679866035806,7.2385358854003323,8,0.063649016090012944,,,,,,,,,,,,,,,,,,,,,,,,,0,the transformed target breaches max_turnover after explicit liquidation accounting (0.279802 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.256000 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.260612 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.263172 > 0.250000) (1)
rank_uncertainty_vol_target,10000000,0.25,fold_2,all,11,8,3,0.72727272727272729,0.72727272727272729,True,-0.16307889812022225,-0.64672497233911308,0.32056717609866853,newey_west_hac_bartlett,2,-2.4708214763037244,0.066001894383799609,-0.12019821145935057,0.042880686660871636,-0.015058011013519668,0.0053190607905493001,0.006230313692140799,-0.006230313692140799,0.17016145500345889,0.24886182408955443,1.0000652212449088,1.0002459919603128,1.0000652212449088,1.0000652212449088,0.13806282886019727,0.15488951457228584,7.2590797327774137,8,0.065402500367583299,,,,,,,,,,,,,,,,,,,,,,,,,0,the transformed target breaches max_turnover after explicit liquidation accounting (0.273343 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.274432 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.261846 > 0.250000) (1)
rank_uncertainty_vol_target,10000000,0.25,fold_2,calm,6,4,2,0.66666666666666663,0.66666666666666663,True,0.0071534270524537032,-0.59573909707338835,0.61004595117829574,newey_west_hac_bartlett,2,0.10522521745721701,0.067982060054778984,0.045832269038356611,0.038678841985902837,-0.0078100798055403819,0.0037300108506750505,0.0039769455346712794,-0.0039769455346712794,0.15348746819802717,0.24886182408955443,1.0000785736222806,1.0002360737034013,1.0000785736222806,1.0000785736222806,0.13533761499403518,0.14215907989233356,7.3979624173141012,8,0.065725990019420213,,,,,,,,,,,,,,,,,,,,,,,,,0,the transformed target breaches max_turnover after explicit liquidation accounting (0.273343 > 0.250000) (1) | the transformed target breaches max_turnover after explicit liquidation accounting (0.274432 > 0.250000) (1)
rank_uncertainty_vol_target,10000000,0.25,fold_2,stress,5,4,1,0.80000000000000004,0.80000000000000004,True,-0.36735768832743332,-0.77686876970306185,0.042153393048195265,newey_west_hac_bartlett,2,-5.3390799797938762,0.068805428972355615,-0.31943478805659914,0.047922900270834193,-0.0068663970548382691,0.0058658125315041998,0.006230313692140799,-0.006230313692140799,0.19017023916997694,0.24567751166343313,1.0000491983920625,1.0002459919603128,1.0000491983920625,1.0000491983920625,0.14133308549959178,0.15488951457228584,7.0924205113333896,8,0.065079010715746358,,,,,,,,,,,,,,,,,,,,,,,,,0,the transformed target breaches max_turnover after explicit liquidation accounting (0.261846 > 0.250000) (1)
rank_uncertainty_vol_target,10000000,None,fold_1,all,12,12,0,1,1,True,-0.079889840701929407,-0.62401407852110891,0.46423439711725012,newey_west_hac_bartlett,2,-1.3649545965883567,0.058529302660770194,0.044270955548331131,0.12416079625026051,-0.01656531876458267,0.0053909751302302555,0.0060848381778570585,-0.0060848381778570585,0.49270157242166857,1,1,1,1,1,0.15345452461313172,0.15631500656358521,6.5176420201472309,8,0.065888541211354054,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_uncertainty_vol_target,10000000,None,fold_1,calm,12,12,0,1,1,True,-0.079889840701929407,-0.62401407852110891,0.46423439711725012,newey_west_hac_bartlett,2,-1.3649545965883567,0.058529302660770194,0.044270955548331131,0.12416079625026051,-0.01656531876458267,0.0053909751302302555,0.0060848381778570585,-0.0060848381778570585,0.49270157242166857,1,1,1,1,1,0.15345452461313172,0.15631500656358521,6.5176420201472309,8,0.065888541211354054,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_uncertainty_vol_target,10000000,None,fold_2,all,11,11,0,1,1,True,-0.11361139761808545,-0.63164265982167045,0.4044198645854995,newey_west_hac_bartlett,2,-1.832777534229707,0.061988645919230388,-0.010567566006043872,0.1030438316120416,-0.01364083261399951,0.004165455042220401,0.0043625529164030346,-0.0043625529164030346,0.40890409369857772,0.60798467849132276,1,1,1,1,0.15256271669814481,0.15714621100550411,6.5584163017785215,8,0.068258935794845779,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_uncertainty_vol_target,10000000,None,fold_2,calm,6,6,0,1,1,True,0.14132632081828603,-0.53226114416797032,0.81491378580454232,newey_west_hac_bartlett,2,2.0422070787874356,0.069202737707773909,0.26056972927111544,0.11924340845282939,-0.0053671822873838648,0.0033412503051705915,0.0039683571680377665,-0.0039683571680377665,0.47318812878106903,0.60798467849132276,1,1,1,1,0.15128053615513462,0.15637643403072016,6.6137577563223644,8,0.069291973158637277,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_uncertainty_vol_target,10000000,None,fold_2,stress,5,5,0,1,1,True,-0.41953665974173121,-0.75082818045512989,-0.088245139028332531,newey_west_hac_bartlett,2,-7.9726042482410184,0.052622285852742895,-0.3359323203386349,0.083604339403096264,-0.0075540213818672264,0.0042774111536537946,0.0043625529164030346,-0.0043625529164030346,0.3317632515995883,0.51770140942812692,1,1,1,1,0.15410133334975692,0.15714621100550411,6.4920065563259097,8,0.067019290958295979,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,0.25,fold_1,all,12,12,0,1,1,True,-0.039809753029823168,-0.5443151796787874,0.4646956736191411,newey_west_hac_bartlett,2,-0.69050124466254148,0.057653412412426282,0.023190170240063993,0.062999923269887195,-0.01336773438182437,0.005241094924390963,0.0058568345697654692,-0.0058568345697654692,0.24999969551542534,0.25000000000000006,0.85702538275079354,1,0.85702538275079354,0.85702538275079354,0.13946900895372197,0.15257098337950137,7.1823017958233164,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,0.25,fold_1,calm,12,12,0,1,1,True,-0.039809753029823168,-0.5443151796787874,0.4646956736191411,newey_west_hac_bartlett,2,-0.69050124466254148,0.057653412412426282,0.023190170240063993,0.062999923269887195,-0.01336773438182437,0.005241094924390963,0.0058568345697654692,-0.0058568345697654692,0.24999969551542534,0.25000000000000006,0.85702538275079354,1,0.85702538275079354,0.85702538275079354,0.13946900895372197,0.15257098337950137,7.1823017958233164,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,0.25,fold_2,all,11,11,0,1,1,True,-0.15241841186244384,-0.61672820801657358,0.31189138429168584,newey_west_hac_bartlett,2,-2.5154851044901605,0.060592055023651628,-0.089919625407917009,0.062498786454526813,-0.014607139383533863,0.004838354739728548,0.0056596258569686633,-0.0056596258569686633,0.24801105735923334,0.25000000000650119,1,1,1,1,0.13951272909802898,0.15257098337950137,7.1854535459662801,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,0.25,fold_2,calm,6,6,0,1,1,True,0.032784272514654482,-0.5674239287780104,0.63299247380731927,newey_west_hac_bartlett,2,0.49401832263010725,0.066362462712140094,0.095783912790017051,0.062999640275362534,-0.0072237108026765862,0.0034220018780937076,0.0036318952272060682,-0.0036318952272060682,0.24999857252127997,0.25000000000650119,1,1,1,1,0.13563754899679301,0.14525612937101312,7.3856998349801222,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
rank_weighted,10000000,0.25,fold_2,stress,5,5,0,1,1,True,-0.37466163311496187,-0.70628778777281265,-0.043035478457111032,newey_west_hac_bartlett,2,-6.5980831842454153,0.056783405521403679,-0.31276387124543792,0.061897761869523921,-0.0070553485420629114,0.0053311174100726172,0.0056596258569686633,-0.0056596258569686633,0.24562603916477746,0.24999400859633347,1,1,1,1,0.14416294521951217,0.15257098337950137,6.9451579991496688,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,
